Unique ID,Unique Lake,sampledate,LSWT (°C)
MEX117807,MEX11217,28/03/2014,25.4
MEX117808,MEX11217,28/03/2014,22.4
MEX117809,MEX11217,20/09/2013,22.9
MEX117810,MEX11217,11/08/2015,32.4
MEX117811,MEX11217,19/02/2018,18
MEX117812,MEX11217,28/03/2014,20.2
MEX117813,MEX11217,06/09/2016,28.4
MEX117814,MEX11217,28/03/2014,23.4
MEX117815,MEX11217,10/04/2013,25.3
MEX117816,MEX11217,10/04/2013,23.8
MEX117817,MEX11217,04/09/2014,30.8
MEX117818,MEX11217,06/09/2016,28.2
MEX117819,MEX11217,10/04/2013,24.4
MEX117820,MEX11217,15/03/2016,26.2
MEX117821,MEX11217,31/07/2018,29
MEX117822,MEX11217,10/04/2013,24.6
MEX117823,MEX11217,04/09/2014,29.6
MEX117824,MEX11217,10/04/2013,24
MEX117825,MEX11217,05/09/2014,29.7
MEX117826,MEX11217,04/09/2014,29.3
MEX117827,MEX11217,31/07/2018,29
MEX117828,MEX11217,08/04/2015,21.5
MEX117829,MEX11217,08/04/2015,21.8
MEX117830,MEX11217,24/11/2012,32.6
MEX117831,MEX11217,24/11/2012,23.5
MEX117832,MEX11218,11/09/2016,30.6
MEX117833,MEX11218,18/02/2018,30.1
MEX117834,MEX11218,02/12/2018,25.2
MEX117835,MEX11218,04/08/2017,28.7
MEX117836,MEX11218,15/11/2016,25.9
MEX117837,MEX11218,17/03/2019,17.8
MEX117838,MEX11218,18/06/2018,33.5
MEX117839,MEX11218,15/08/2014,29
MEX117840,MEX11218,27/07/2015,37
MEX117841,MEX11218,13/11/2015,27.9
MEX117842,MEX11218,07/11/2013,16.3
MEX117843,MEX11218,27/02/2014,13.4
MEX117845,MEX11218,15/10/2017,31.5
MEX117846,MEX11219,29/09/2017,36
MEX117847,MEX11219,15/03/2018,25.6
MEX117848,MEX11219,23/09/2016,33
MEX117849,MEX11219,25/07/2018,41.1
MEX117850,MEX11219,12/12/2018,18.5
MEX117851,MEX11219,15/03/2017,31
MEX117852,MEX11219,10/03/2016,29
MEX117853,MEX11219,15/10/2015,33
MEX117854,MEX11220,13/12/2018,20.9
MEX117855,MEX11220,13/12/2018,25
MEX117856,MEX11220,13/12/2018,21.3
MEX117857,MEX11220,13/12/2018,19.4
MEX117858,MEX11220,28/02/2016,26
MEX117859,MEX11220,23/10/2017,34
MEX117860,MEX11220,13/12/2018,22.5
MEX117861,MEX11220,02/10/2016,30
MEX117862,MEX11220,13/12/2018,21.4
MEX117863,MEX11220,13/12/2018,22.5
MEX117864,MEX11220,23/10/2017,33
MEX117865,MEX11220,02/10/2016,30
MEX117866,MEX11220,13/12/2018,23.2
MEX117867,MEX11220,23/10/2017,35
MEX117868,MEX11220,28/02/2016,26
MEX117869,MEX11220,28/02/2016,26
MEX117870,MEX11220,28/02/2016,25
MEX117871,MEX11220,13/12/2018,22.9
MEX117874,MEX11220,08/03/2017,22
MEX117875,MEX11220,26/07/2018,36.8
MEX117876,MEX11220,26/07/2018,35
MEX117877,MEX11220,08/03/2017,24
MEX117878,MEX11220,08/03/2017,22
MEX117879,MEX11220,02/05/2018,28.1
MEX117880,MEX11220,26/07/2018,37.6
MEX117881,MEX11220,26/07/2018,37.3
MEX117882,MEX11220,08/03/2017,23
MEX117883,MEX11220,02/05/2018,28.9
MEX117884,MEX11220,02/05/2018,27.1
MEX117885,MEX11220,23/10/2017,34
MEX117886,MEX11220,26/07/2018,36.1
MEX117887,MEX11220,09/10/2015,31.3
MEX117888,MEX11220,02/05/2018,28
MEX117889,MEX11220,23/10/2017,34
MEX117890,MEX11220,02/10/2016,34
MEX117891,MEX11220,02/05/2018,26
MEX117892,MEX11220,28/02/2016,28
MEX117893,MEX11220,26/08/2014,34
MEX117894,MEX11220,09/10/2015,29.2
MEX117895,MEX11220,09/10/2015,30
MEX117896,MEX11220,09/10/2015,29
MEX117897,MEX11220,23/09/2013,31.1
MEX117898,MEX11220,09/10/2015,30
MEX117899,MEX11220,26/08/2014,32
MEX117900,MEX11220,26/08/2014,33
MEX117901,MEX11220,26/08/2014,33
MEX117902,MEX11220,26/08/2014,32
MEX117903,MEX11220,23/09/2013,33.3
MEX117904,MEX11220,25/02/2014,26
MEX117905,MEX11220,25/02/2014,26
MEX117906,MEX11220,10/04/2013,29.8
MEX117907,MEX11220,25/02/2014,25
MEX117908,MEX11220,25/02/2014,25
MEX117909,MEX11220,10/04/2013,31.2
MEX117910,MEX11220,03/02/2015,23.6
MEX117911,MEX11220,10/04/2013,32.2
MEX117912,MEX11220,25/02/2014,25
MEX117913,MEX11220,03/02/2015,23.8
MEX117914,MEX11220,03/02/2015,24.5
MEX117915,MEX11220,03/02/2015,23.6
MEX117916,MEX11220,03/02/2015,26.2
MEX117917,MEX11221,19/02/2019,14.9
MEX117918,MEX11221,11/12/2018,12.2
MEX117919,MEX11221,06/09/2017,28.9
MEX117920,MEX11221,01/03/2017,24.2
MEX117921,MEX11221,11/07/2018,28.9
MEX117922,MEX11221,21/03/2018,14.2
MEX117923,MEX11221,24/02/2015,3.2
MEX117924,MEX11221,20/02/2019,6.5
MEX117925,MEX11221,07/09/2017,30.3
MEX117926,MEX11221,12/07/2018,27.8
MEX117927,MEX11221,12/12/2018,10.5
MEX117928,MEX11221,22/03/2018,14.5
MEX117929,MEX11221,02/03/2017,17.5
MEX117930,MEX11221,23/09/2016,31.7
MEX117931,MEX11221,26/02/2015,11
MEX117932,MEX11221,20/02/2019,8.6
MEX117933,MEX11221,06/09/2017,29.7
MEX117934,MEX11221,01/03/2017,25.1
MEX117935,MEX11221,12/12/2018,11.2
MEX117936,MEX11221,22/03/2018,15.5
MEX117937,MEX11221,12/07/2018,29.7
MEX117938,MEX11221,07/09/2017,29.2
MEX117939,MEX11221,20/02/2019,6.5
MEX117940,MEX11221,12/12/2018,10
MEX117941,MEX11221,12/07/2018,26.5
MEX117942,MEX11221,22/03/2018,13.2
MEX117943,MEX11221,26/02/2015,10.9
MEX117944,MEX11221,23/09/2016,31
MEX117945,MEX11221,07/09/2017,27.8
MEX117946,MEX11221,20/02/2019,6.3
MEX117947,MEX11221,12/12/2018,9.9
MEX117948,MEX11221,12/07/2018,24.9
MEX117949,MEX11221,22/03/2018,11.5
MEX117950,MEX11221,26/02/2015,10.2
MEX117951,MEX11221,12/07/2018,29.3
MEX117952,MEX11221,07/09/2017,32.5
MEX117953,MEX11221,20/02/2019,7.3
MEX117954,MEX11221,12/12/2018,10.9
MEX117955,MEX11221,22/03/2018,14.9
MEX117956,MEX11221,02/03/2017,17.7
MEX117957,MEX11221,23/09/2016,32
MEX117958,MEX11221,26/02/2015,11.2
MEX117959,MEX11221,20/02/2019,5.8
MEX117960,MEX11221,07/09/2017,26.9
MEX117961,MEX11221,12/12/2018,8.2
MEX117962,MEX11221,12/07/2018,24.2
MEX117963,MEX11221,22/03/2018,10.5
MEX117964,MEX11221,02/03/2017,15.2
MEX117965,MEX11221,26/02/2015,10.3
MEX117966,MEX11221,02/03/2017,16.9
MEX117967,MEX11221,16/03/2016,27
MEX117968,MEX11221,22/09/2016,32.8
MEX117969,MEX11221,16/03/2016,27.5
MEX117970,MEX11221,12/08/2014,28.5
MEX117971,MEX11221,13/08/2014,28.1
MEX117972,MEX11221,09/10/2013,24.2
MEX117973,MEX11221,13/08/2014,28.9
MEX117974,MEX11221,22/09/2016,32.4
MEX117975,MEX11221,13/08/2014,28.8
MEX117976,MEX11221,13/08/2014,28.8
MEX117977,MEX11221,13/08/2014,28.1
MEX117978,MEX11221,09/10/2013,23.7
MEX117979,MEX11221,20/03/2014,16.4
MEX117980,MEX11221,20/03/2014,15.4
MEX117981,MEX11221,20/03/2014,18.5
MEX117982,MEX11221,02/03/2017,15.7
MEX117983,MEX11221,13/08/2014,28.9
MEX117984,MEX11221,22/05/2013,36.8
MEX117985,MEX11221,10/10/2013,20.2
MEX117987,MEX11221,20/03/2014,17.7
MEX117988,MEX11221,20/03/2014,20.4
MEX117990,MEX11221,09/10/2013,24.1
MEX117992,MEX11221,10/10/2013,22.5
MEX117993,MEX11221,20/03/2014,17.1
MEX117994,MEX11221,10/10/2013,23.5
MEX117995,MEX11221,19/03/2014,20.1
MEX117997,MEX11221,22/05/2013,29.4
MEX117998,MEX11221,10/10/2013,19.5
MEX118002,MEX11221,21/05/2013,30.1
MEX118003,MEX11221,21/05/2013,33.8
MEX118004,MEX11221,22/05/2013,31.4
MEX118005,MEX11221,22/05/2013,33.1
MEX118006,MEX11221,22/05/2013,38.8
MEX118007,MEX11221,26/02/2015,11.2
MEX118008,MEX11221,10/06/2015,28.5
MEX118009,MEX11221,10/06/2015,30.1
MEX118010,MEX11221,10/06/2015,32.7
MEX118011,MEX11221,10/06/2015,31.5
MEX118012,MEX11221,10/06/2015,33.4
MEX118013,MEX11221,10/06/2015,29.4
MEX118014,MEX11221,09/06/2015,29.5
MEX118015,MEX11222,24/11/2012,34
MEX118016,MEX11222,24/09/2014,26.9
MEX118017,MEX11222,09/07/2015,30.3
MEX118018,MEX11222,14/03/2013,19
MEX118019,MEX11222,10/03/2017,27
MEX118020,MEX11222,15/06/2018,30
MEX118021,MEX11222,09/06/2017,31
MEX118022,MEX11222,05/07/2013,30
MEX118023,MEX11222,14/03/2013,19
MEX118024,MEX11222,24/09/2014,26.1
MEX118025,MEX11222,09/07/2015,28.1
MEX118026,MEX11222,27/04/2015,33
MEX118027,MEX11222,15/06/2018,29
MEX118028,MEX11222,05/07/2013,30
MEX118029,MEX11222,24/11/2012,29.3
MEX118030,MEX11222,09/03/2017,30
MEX118031,MEX11222,09/06/2017,30
MEX118032,MEX11222,27/04/2015,33
MEX118033,MEX11222,12/03/2017,31
MEX118034,MEX11222,13/03/2019,30.1
MEX118035,MEX11222,11/06/2014,29.5
MEX118036,MEX11222,23/02/2018,30
MEX118037,MEX11222,13/03/2019,29.4
MEX118038,MEX11222,23/02/2018,30
MEX118039,MEX11222,21/07/2014,29.6
MEX118040,MEX11222,23/02/2018,29
MEX118041,MEX11222,11/06/2014,30.7
MEX118042,MEX11222,09/06/2017,31
MEX118043,MEX11222,31/10/2019,28
MEX118044,MEX11222,10/08/2016,35
MEX118045,MEX11222,14/03/2014,22.8
MEX118046,MEX11222,20/11/2018,30
MEX118047,MEX11222,15/06/2018,29
MEX118048,MEX11222,20/11/2018,31
MEX118049,MEX11222,31/10/2019,27
MEX118050,MEX11222,26/02/2016,23.1
MEX118051,MEX11222,20/11/2018,30
MEX118052,MEX11222,26/02/2016,24.2
MEX118053,MEX11222,10/08/2016,35
MEX118054,MEX11222,26/05/2015,32.4
MEX118055,MEX11222,12/04/2013,26.4
MEX118056,MEX11222,26/02/2016,24.1
MEX118057,MEX11222,17/07/2013,28.2
MEX118058,MEX11222,31/10/2019,29
MEX118059,MEX11222,16/01/2013,22.17
MEX118060,MEX11223,15/05/2018,27.7
MEX118061,MEX11223,25/02/2018,28.6
MEX118062,MEX11223,03/07/2015,31
MEX118063,MEX11224,25/02/2018,28.2
MEX118064,MEX11224,15/05/2018,26.9
MEX118065,MEX11224,03/07/2015,31
MEX118066,MEX11224,06/11/2018,27.2
MEX118067,MEX11224,06/11/2018,29
MEX118068,MEX11224,21/11/2016,19.7
MEX118069,MEX11224,27/11/2015,26
MEX118070,MEX11224,26/08/2016,33
MEX118071,MEX11224,12/03/2019,30
MEX118072,MEX11224,12/03/2019,31
MEX118073,MEX11224,04/10/2017,30.1
MEX118074,MEX11224,29/06/2017,27.9
MEX118075,MEX11224,04/10/2017,29.8
MEX118076,MEX11224,29/06/2017,26.9
MEX118077,MEX11224,21/11/2016,24.6
MEX118078,MEX11224,17/11/2015,24
MEX118079,MEX11224,26/08/2016,31
MEX118080,MEX11224,15/08/2014,29
MEX118081,MEX11224,15/04/2013,38
MEX118082,MEX11224,28/02/2014,13.6
MEX118083,MEX11224,15/04/2013,38
MEX118084,MEX11224,15/08/2014,29
MEX118085,MEX11224,07/11/2013,23
MEX118086,MEX11224,28/02/2014,15.4
MEX118087,MEX11224,02/09/2013,22
MEX118088,MEX11225,04/04/2013,35.2
MEX118089,MEX11226,04/04/2013,34.6
MEX118090,MEX11227,07/08/2013,33.4
MEX118091,MEX11228,09/04/2013,33.5
MEX118092,MEX11228,07/08/2013,34.3
MEX118093,MEX11228,07/08/2013,35.8
MEX118094,MEX11229,04/04/2013,35.4
MEX118095,MEX11229,08/08/2013,34.5
MEX118096,MEX11230,09/04/2013,34.2
MEX118097,MEX11231,09/04/2013,36.3
MEX118098,MEX11231,04/04/2013,35.3
MEX118099,MEX11231,08/08/2013,32.6
MEX118100,MEX11231,08/08/2013,35.4
MEX118101,MEX11231,08/08/2013,35.9
MEX118102,MEX11232,18/08/2018,28
MEX118103,MEX11233,16/03/2016,30.6
MEX118104,MEX11234,16/03/2016,29.4
MEX118105,MEX11234,18/08/2018,34
MEX118106,MEX11235,16/03/2016,29.3
MEX118107,MEX11235,07/08/2013,30.5
MEX118108,MEX11235,07/08/2013,30
MEX118109,MEX11235,29/06/2015,32.8
MEX118110,MEX11235,04/09/2014,29.4
MEX118111,MEX11235,09/05/2013,32.1
MEX118112,MEX11235,17/03/2015,29.7
MEX118113,MEX11235,07/08/2013,33
MEX118114,MEX11235,29/06/2015,32.6
MEX118115,MEX11235,16/12/2012,26.5
MEX118116,MEX11235,29/06/2015,32.9
MEX118117,MEX11235,10/08/2016,32.1
MEX118118,MEX11235,29/06/2015,32.5
MEX118119,MEX11235,25/08/2017,27
MEX118120,MEX11235,07/08/2013,31
MEX118121,MEX11235,13/03/2019,29
MEX118122,MEX11235,10/08/2016,34.1
MEX118123,MEX11235,26/06/2014,32.5
MEX118124,MEX11235,26/06/2014,30.8
MEX118125,MEX11235,04/09/2014,29.4
MEX118126,MEX11235,09/05/2013,31.7
MEX118127,MEX11235,28/09/2017,26
MEX118128,MEX11235,09/05/2013,32.3
MEX118129,MEX11235,17/03/2015,29.9
MEX118130,MEX11235,16/08/2018,33
MEX118131,MEX11235,10/08/2016,29.9
MEX118132,MEX11235,03/09/2014,32.4
MEX118133,MEX11235,03/09/2014,32.4
MEX118134,MEX11235,09/05/2013,30.5
MEX118135,MEX11235,19/02/2018,27
MEX118136,MEX11235,26/06/2014,32.2
MEX118137,MEX11235,17/03/2015,30.6
MEX118138,MEX11235,18/08/2018,33
MEX118139,MEX11235,13/03/2019,30
MEX118140,MEX11235,19/02/2018,33
MEX118141,MEX11235,17/10/2018,29
MEX118142,MEX11235,17/03/2015,30
MEX118143,MEX11235,10/08/2016,33.5
MEX118144,MEX11235,13/03/2019,36
MEX118145,MEX11235,28/09/2017,27
MEX118146,MEX11235,17/10/2018,27.2
MEX118147,MEX11235,13/03/2019,32
MEX118148,MEX11235,26/06/2014,30.4
MEX118149,MEX11235,19/02/2018,27
MEX118150,MEX11235,24/03/2017,26
MEX118151,MEX11235,19/02/2018,33
MEX118152,MEX11235,24/03/2017,24
MEX118153,MEX11235,24/03/2017,24
MEX118154,MEX11235,17/10/2018,32
MEX118155,MEX11235,17/10/2018,31
MEX118156,MEX11236,24/10/2018,31.5
MEX118157,MEX11236,04/12/2012,31
MEX118158,MEX11236,04/12/2012,37.4
MEX118159,MEX11236,02/04/2013,35.4
MEX118160,MEX11237,14/05/2018,30
MEX118161,MEX11237,25/01/2018,15.6
MEX118162,MEX11237,12/10/2016,20.9
MEX118163,MEX11237,13/06/2016,34.7
MEX118164,MEX11238,25/01/2018,13.7
MEX118165,MEX11238,13/06/2016,29
MEX118166,MEX11238,14/05/2018,32.2
MEX118167,MEX11238,30/09/2015,33
MEX118168,MEX11238,29/01/2019,18.1
MEX118169,MEX11238,29/01/2019,15.2
MEX118170,MEX11238,11/09/2017,31
MEX118171,MEX11238,30/09/2015,33.4
MEX118172,MEX11238,19/06/2015,29
MEX118173,MEX11238,19/06/2015,30
MEX118174,MEX11238,11/09/2017,31.9
MEX118175,MEX11238,02/07/2017,29.8
MEX118176,MEX11238,02/07/2017,27.9
MEX118177,MEX11238,22/02/2014,24.9
MEX118178,MEX11238,10/04/2013,27
MEX118179,MEX11238,19/08/2014,33.1
MEX118180,MEX11238,10/04/2013,26
MEX118181,MEX11238,10/10/2018,33.1
MEX118182,MEX11238,22/02/2014,28.3
MEX118183,MEX11238,10/10/2018,31.2
MEX118184,MEX11238,18/08/2014,34.2
MEX118185,MEX11239,15/02/2019,23.8
MEX118186,MEX11239,25/08/2014,38.2
MEX118187,MEX11239,27/09/2017,31
MEX118188,MEX11239,20/02/2015,23.9
MEX118189,MEX11239,09/03/2018,27.5
MEX118190,MEX11240,27/09/2017,30.2
MEX118191,MEX11240,25/08/2014,31.4
MEX118192,MEX11240,20/02/2015,20.5
MEX118193,MEX11240,06/07/2018,27.2
MEX118194,MEX11240,15/02/2019,18.6
MEX118195,MEX11240,31/03/2017,29.5
MEX118196,MEX11240,06/07/2018,30.1
MEX118197,MEX11240,09/03/2018,27.3
MEX118198,MEX11240,23/03/2016,31.6
MEX118199,MEX11240,31/03/2017,30
MEX118200,MEX11240,23/03/2016,31.3
MEX118201,MEX11240,04/09/2016,29.2
MEX118202,MEX11240,08/11/2018,24.8
MEX118204,MEX11240,11/10/2013,24.8
MEX118206,MEX11240,08/11/2018,24.3
MEX118207,MEX11240,11/10/2013,19.7
MEX118208,MEX11240,15/04/2013,23.4
MEX118209,MEX11240,15/04/2013,24.8
MEX118210,MEX11240,05/06/2015,27.2
MEX118211,MEX11240,05/06/2015,28.9
MEX118212,MEX11241,01/11/2018,31
MEX118213,MEX11241,02/07/2014,34
MEX118214,MEX11241,18/06/2015,31.5
MEX118215,MEX11241,28/10/2015,33.7
MEX118216,MEX11241,29/03/2013,33.32
MEX118217,MEX11241,14/04/2016,31.8
MEX118218,MEX11241,21/07/2016,32.4
MEX118219,MEX11241,11/01/2018,28
MEX118220,MEX11241,25/04/2018,30.1
MEX118222,MEX11241,06/09/2017,29.7
MEX118223,MEX11242,05/01/2018,10
MEX118224,MEX11242,18/01/2018,29
MEX118225,MEX11242,28/06/2014,31.9
MEX118226,MEX11242,18/01/2018,28
MEX118227,MEX11242,15/03/2016,29.6
MEX118228,MEX11242,15/03/2016,30.9
MEX118229,MEX11242,18/12/2012,28.7
MEX118230,MEX11242,04/08/2015,34.3
MEX118231,MEX11242,28/06/2014,24
MEX118232,MEX11242,18/01/2018,28
MEX118233,MEX11242,18/01/2018,30
MEX118234,MEX11242,15/03/2016,29.3
MEX118235,MEX11242,18/07/2013,24.7
MEX118236,MEX11242,18/07/2013,32
MEX118237,MEX11242,04/08/2015,34.3
MEX118238,MEX11242,20/04/2018,23
MEX118239,MEX11242,18/12/2012,25.6
MEX118240,MEX11242,25/03/2017,28
MEX118241,MEX11242,18/12/2012,26.1
MEX118242,MEX11242,04/08/2015,35.7
MEX118243,MEX11242,03/04/2013,31.3
MEX118244,MEX11242,18/12/2012,28.9
MEX118245,MEX11242,27/02/2014,26.3
MEX118246,MEX11242,27/02/2014,27.5
MEX118247,MEX11242,28/06/2014,31.7
MEX118248,MEX11242,15/03/2016,30.3
MEX118249,MEX11242,27/02/2014,32.8
MEX118250,MEX11242,27/02/2014,29.1
MEX118251,MEX11242,25/03/2017,32
MEX118252,MEX11242,17/09/2016,28.5
MEX118253,MEX11242,18/07/2013,31.2
MEX118254,MEX11242,27/02/2014,23.2
MEX118255,MEX11242,11/05/2015,32.9
MEX118256,MEX11242,03/04/2013,31.32
MEX118257,MEX11242,04/08/2015,34.9
MEX118258,MEX11242,03/04/2013,31.1
MEX118259,MEX11242,13/05/2016,26.8
MEX118260,MEX11242,11/05/2015,28.6
MEX118261,MEX11242,18/07/2013,28
MEX118262,MEX11242,19/10/2018,30
MEX118263,MEX11242,18/07/2013,32
MEX118264,MEX11242,17/09/2016,29.5
MEX118265,MEX11242,17/09/2016,28.9
MEX118266,MEX11242,17/09/2016,29.5
MEX118267,MEX11242,03/04/2013,30.9
MEX118268,MEX11242,28/06/2014,30
MEX118269,MEX11242,25/08/2017,30
MEX118270,MEX11242,25/03/2017,30
MEX118271,MEX11242,11/05/2015,30.9
MEX118272,MEX11242,19/10/2018,31
MEX118273,MEX11242,25/08/2017,31
MEX118274,MEX11242,17/09/2016,29.3
MEX118275,MEX11242,18/12/2012,28.7
MEX118276,MEX11242,11/05/2015,36.6
MEX118277,MEX11242,13/02/2019,28
MEX118278,MEX11242,23/08/2018,33
MEX118279,MEX11242,12/10/2018,29
MEX118280,MEX11242,28/06/2014,30
MEX118281,MEX11242,25/08/2017,30
MEX118282,MEX11242,23/08/2018,30
MEX118283,MEX11242,11/02/2019,33
MEX118284,MEX11242,01/04/2013,30.5
MEX118285,MEX11242,23/08/2018,33
MEX118286,MEX11242,19/10/2018,32
MEX118287,MEX11242,25/03/2017,32
MEX118288,MEX11242,11/02/2019,32
MEX118289,MEX11242,11/02/2019,33
MEX118290,MEX11242,19/10/2018,32
MEX118291,MEX11242,11/02/2019,33
MEX118292,MEX11242,23/08/2018,34
MEX118293,MEX11242,25/08/2017,31
MEX118294,MEX11243,25/07/2018,26.4
MEX118295,MEX11243,12/05/2017,26
MEX118296,MEX11243,27/05/2015,17.8
MEX118297,MEX11243,02/10/2016,28
MEX118298,MEX11243,04/02/2019,19.3
MEX118299,MEX11243,03/06/2016,25
MEX118300,MEX11244,12/05/2017,30
MEX118301,MEX11244,25/07/2018,27.6
MEX118302,MEX11244,27/05/2015,25
MEX118303,MEX11244,02/10/2016,28
MEX118304,MEX11244,04/02/2019,20.9
MEX118305,MEX11244,03/06/2016,24
MEX118306,MEX11244,11/10/2018,20.5
MEX118307,MEX11245,25/07/2018,28.9
MEX118308,MEX11245,12/05/2017,28
MEX118309,MEX11245,27/05/2015,22.4
MEX118310,MEX11245,02/10/2016,28
MEX118311,MEX11245,11/10/2018,21.6
MEX118312,MEX11245,04/02/2019,24.6
MEX118313,MEX11245,03/06/2016,23
MEX118314,MEX11245,08/09/2017,28
MEX118315,MEX11245,12/06/2019,29
MEX118316,MEX11245,08/10/2015,32
MEX118317,MEX11245,11/10/2018,20.3
MEX118318,MEX11245,08/09/2017,28
MEX118319,MEX11245,27/03/2018,26.9
MEX118320,MEX11245,08/09/2017,28
MEX118321,MEX11245,02/07/2014,30
MEX118322,MEX11245,08/10/2015,32
MEX118323,MEX11245,27/03/2018,26.3
MEX118324,MEX11245,27/03/2018,26.8
MEX118325,MEX11245,09/10/2013,36.8
MEX118326,MEX11245,02/07/2014,28
MEX118327,MEX11245,02/07/2014,30
MEX118328,MEX11245,09/10/2013,37.1
MEX118329,MEX11245,08/10/2015,30
MEX118330,MEX11245,19/06/2013,31.4
MEX118331,MEX11245,19/06/2013,31.3
MEX118332,MEX11245,04/03/2014,26
MEX118333,MEX11245,19/06/2013,31.1
MEX118335,MEX11245,04/03/2014,23
MEX118336,MEX11245,04/03/2014,24
MEX118337,MEX11246,27/09/2016,32
MEX118338,MEX11246,20/07/2017,32
MEX118339,MEX11247,20/07/2017,32
MEX118340,MEX11247,27/09/2016,32
MEX118341,MEX11248,27/09/2016,32
MEX118342,MEX11249,20/07/2017,32
MEX118343,MEX11249,27/09/2016,32
MEX118344,MEX11250,05/04/2018,28.1
MEX118345,MEX11250,27/09/2016,32
MEX118346,MEX11251,27/09/2016,32
MEX118347,MEX11251,20/07/2017,30
MEX118348,MEX11252,27/09/2016,32
MEX118349,MEX11252,20/07/2017,30
MEX118350,MEX11252,20/07/2017,33
MEX118351,MEX11252,10/07/2018,33
MEX118352,MEX11252,10/07/2018,33.4
MEX118353,MEX11252,10/07/2018,33.8
MEX118354,MEX11252,10/07/2018,32.5
MEX118355,MEX11252,10/07/2018,32.6
MEX118356,MEX11252,14/03/2017,28
MEX118357,MEX11252,10/07/2018,30.9
MEX118358,MEX11252,10/07/2018,32.1
MEX118359,MEX11252,14/03/2017,30
MEX118360,MEX11252,14/03/2017,26
MEX118361,MEX11252,14/03/2017,28
MEX118362,MEX11252,14/03/2017,30
MEX118363,MEX11252,05/04/2018,30.2
MEX118364,MEX11252,14/03/2017,26
MEX118365,MEX11252,14/03/2017,28
MEX118366,MEX11252,05/04/2018,29.8
MEX118367,MEX11252,20/12/2018,25.6
MEX118368,MEX11252,05/04/2018,31.8
MEX118369,MEX11252,05/04/2018,29.2
MEX118370,MEX11252,20/12/2018,25.4
MEX118371,MEX11252,05/04/2018,32.1
MEX118372,MEX11252,20/12/2018,24.8
MEX118373,MEX11252,06/10/2015,35
MEX118374,MEX11252,20/12/2018,25.6
MEX118375,MEX11252,06/10/2015,34
MEX118376,MEX11252,06/10/2015,35
MEX118377,MEX11252,06/10/2015,34
MEX118378,MEX11252,05/04/2018,31.6
MEX118379,MEX11252,20/12/2018,25.1
MEX118380,MEX11252,06/10/2015,36
MEX118381,MEX11252,06/10/2015,36
MEX118382,MEX11252,20/12/2018,24.3
MEX118383,MEX11252,06/10/2015,35
MEX118384,MEX11252,20/12/2018,24
MEX118385,MEX11252,28/02/2019,26.9
MEX118386,MEX11252,10/09/2014,33
MEX118387,MEX11252,28/02/2019,27.3
MEX118388,MEX11252,22/03/2013,30.5
MEX118389,MEX11252,02/04/2013,24.9
MEX118390,MEX11252,11/09/2014,33
MEX118391,MEX11252,22/03/2016,28
MEX118392,MEX11252,11/09/2014,31
MEX118393,MEX11252,16/01/2013,25.5
MEX118394,MEX11252,16/01/2013,25.1
MEX118395,MEX11252,11/09/2014,30
MEX118396,MEX11252,16/01/2013,23.8
MEX118397,MEX11252,16/01/2013,26.5
MEX118398,MEX11252,05/03/2014,32
MEX118399,MEX11252,28/02/2019,27.5
MEX118400,MEX11252,28/02/2019,30.1
MEX118401,MEX11252,15/01/2013,25.1
MEX118402,MEX11252,15/01/2013,32.5
MEX118403,MEX11252,22/03/2016,26
MEX118404,MEX11252,16/01/2013,25.4
MEX118405,MEX11252,16/01/2013,32.1
MEX118406,MEX11252,16/01/2013,24.1
MEX118407,MEX11252,16/01/2013,26.3
MEX118408,MEX11252,22/03/2013,30
MEX118409,MEX11252,22/03/2016,28
MEX118410,MEX11252,10/09/2014,30
MEX118411,MEX11252,10/09/2014,29
MEX118412,MEX11252,02/04/2013,29.8
MEX118413,MEX11252,22/03/2016,27
MEX118414,MEX11252,11/09/2014,32
MEX118415,MEX11252,15/01/2013,25
MEX118416,MEX11252,15/01/2013,33.1
MEX118417,MEX11252,02/04/2013,29.5
MEX118418,MEX11252,06/03/2014,26
MEX118419,MEX11252,22/03/2016,27
MEX118420,MEX11252,22/03/2013,30.6
MEX118421,MEX11252,22/03/2016,28
MEX118422,MEX11252,15/01/2013,25.3
MEX118423,MEX11252,15/01/2013,33.4
MEX118424,MEX11252,06/03/2014,25
MEX118425,MEX11252,02/04/2013,24.2
MEX118426,MEX11252,05/03/2014,29
MEX118428,MEX11252,06/03/2014,28
MEX118429,MEX11252,22/03/2016,27
MEX118430,MEX11252,06/03/2014,32
MEX118431,MEX11252,13/04/2015,24
MEX118432,MEX11252,13/04/2015,25
MEX118433,MEX11252,13/04/2015,27
MEX118434,MEX11252,14/04/2015,28
MEX118435,MEX11252,14/04/2015,28
MEX118436,MEX11253,17/03/2017,29
MEX118437,MEX11253,28/08/2017,34
MEX118438,MEX11253,17/10/2018,34.8
MEX118439,MEX11253,10/07/2018,30.3
MEX118440,MEX11253,09/02/2018,30
MEX118441,MEX11253,19/02/2014,22.4
MEX118442,MEX11253,24/10/2016,30
MEX118443,MEX11253,19/06/2014,25.3
MEX118444,MEX11253,18/04/2016,33
MEX118445,MEX11253,30/07/2013,32.4
MEX118446,MEX11253,19/11/2012,34
MEX118447,MEX11253,27/03/2013,27
MEX118448,MEX11254,21/12/2018,13
MEX118449,MEX11254,19/10/2016,28
MEX118450,MEX11254,24/07/2018,35.5
